Type,Date,StrikePrice,Open,High,Low,Close,Vol/Prev,CE/PE,OI,COI,Volume
CE,2022-06-28,17000.0,1.05,1.15,0.75,0.85,0.61,83.81262592343855,4550650,-491650,124797
CE,2022-06-29,17000.0,0.85,1.05,0.5,0.55,1.07,51.39125431530495,3517800,-1032850,133977
CE,2022-06-30,17000.0,0.35,0.65,0.05,0.1,0.87,26.667966062829628,2890550,-627250,116299
CE,2022-06-01,17500.0,42.0,54.75,36.25,40.65,0,34.36814891416753,2237850,54450,33234
CE,2022-06-02,17500.0,35.35,48.25,33.0,46.3,0.76,17.08707482993197,2428950,191100,25118
CE,2022-06-03,17500.0,51.05,67.5,37.4,40.05,1.36,17.865062761506277,2378500,-50450,34158
CE,2022-06-06,17500.0,38.05,38.4,28.5,33.4,0.8,16.13547237076649,2320250,-58250,27156
CE,2022-06-07,17500.0,26.1,28.5,20.45,22.0,1.1,36.426829268292686,2177150,-143100,29870
CE,2022-06-08,17500.0,21.75,26.0,15.0,15.7,1.11,35.64132762312634,2073000,-104150,33289
CE,2022-06-09,17500.0,15.0,16.7,11.5,15.3,0.91,31.657922350472194,1930250,-142750,30170
CE,2022-06-10,17500.0,11.8,12.5,8.2,8.55,1.0,32.4656652360515,1881800,-48450,30258
CE,2022-06-13,17500.0,5.1,8.0,5.0,6.15,1.19,4.201661985018727,1689050,-192750,35899
CE,2022-06-14,17500.0,5.1,6.55,4.95,5.2,0.34,8.292915531335149,1705450,16400,12174
CE,2022-06-15,17500.0,4.55,5.9,4.15,5.1,0.53,26.42798353909465,1685200,-20250,6422
CE,2022-06-16,17500.0,5.3,6.1,3.8,4.15,2.22,14.225324027916251,1551000,-134200,14268
CE,2022-06-17,17500.0,4.0,4.95,2.85,3.2,0.73,7.115543328748281,1445350,-105650,10346
CE,2022-06-20,17500.0,3.65,3.7,2.4,2.75,0.9,17.543396226415094,1393200,-52150,9298
CE,2022-06-21,17500.0,2.75,3.2,2.2,2.45,1.25,26.519450800915333,1329500,-63700,11589
CE,2022-06-22,17500.0,2.2,2.95,2.05,2.45,0.67,9.613861386138614,1258600,-70900,7768
CE,2022-06-23,17500.0,2.3,2.6,1.2,1.45,2.84,29.804318488529013,1510900,252300,22085
CE,2022-06-24,17500.0,1.4,1.4,0.85,1.05,2.96,151.45833333333334,2046750,535850,65430
CE,2022-06-27,17500.0,1.15,1.45,0.75,0.85,0.51,61.61141804788214,1949650,-97100,33455
CE,2022-06-28,17500.0,0.75,1.0,0.45,0.55,1.16,29.482522796352583,1518500,-431150,38799
CE,2022-06-29,17500.0,0.5,0.65,0.3,0.45,0.59,10.429024943310658,1297750,-220750,22996
CE,2022-06-30,17500.0,0.4,0.5,0.05,0.1,0.82,6.218606180144642,1077750,-220000,18917
CE,2022-06-01,18000.0,11.9,12.2,9.15,10.05,0,14.373353989155694,1582525,106850,18556
CE,2022-06-02,18000.0,9.55,10.65,8.8,10.4,0.7,11.499555555555556,1621675,39150,12937
CE,2022-06-03,18000.0,14.05,15.1,8.4,9.05,1.61,18.656502242152467,1708475,86800,20802
CE,2022-06-06,18000.0,8.9,9.6,6.6,7.15,0.56,21.212065813528337,1720075,11600,11603
CE,2022-06-07,18000.0,7.65,7.65,5.0,5.3,0.93,36.55067567567568,1750575,30500,10819
CE,2022-06-08,18000.0,5.5,6.8,4.35,4.75,1.03,39.07368421052632,1708625,-41950,11136
CE,2022-06-09,18000.0,4.7,4.7,3.25,3.7,1.01,15.125168236877524,1659775,-48850,11238
CE,2022-06-10,18000.0,3.05,3.4,2.5,3.2,0.57,14.882903981264636,1669425,9650,6355
CE,2022-06-13,18000.0,3.1,4.45,2.5,4.15,2.59,13.942372881355933,1691475,22050,16452
CE,2022-06-14,18000.0,3.6,4.0,3.05,3.4,0.61,12.077937649880097,1511025,-180450,10073
CE,2022-06-15,18000.0,3.5,3.95,2.85,3.55,0.59,32.45054945054945,1534575,23550,5906
CE,2022-06-16,18000.0,3.45,4.75,2.75,3.2,2.43,17.78810408921933,1561875,27300,14355
CE,2022-06-17,18000.0,3.3,3.45,2.1,2.7,0.76,21.738522954091817,1443175,-118700,10891
CE,2022-06-20,18000.0,2.3,4.05,2.25,2.35,0.74,24.44848484848485,1404025,-39150,8068
CE,2022-06-21,18000.0,2.65,2.7,1.7,1.85,1.54,27.0764192139738,1401775,-2250,12401
CE,2022-06-22,18000.0,1.8,2.25,1.6,1.85,0.49,10.757894736842106,1421025,19250,6132
CE,2022-06-23,18000.0,1.85,2.0,1.05,1.35,2.72,28.260575296108293,1587325,166300,16702
CE,2022-06-24,18000.0,1.25,1.85,0.7,0.8,3.01,93.29925650557621,1581525,-5800,50195
CE,2022-06-27,18000.0,0.7,0.8,0.6,0.65,0.55,18.76849966055669,1502775,-78750,27646
CE,2022-06-28,18000.0,0.6,0.65,0.45,0.5,0.74,13.383409536250817,1372775,-130000,20490
CE,2022-06-29,18000.0,0.4,0.55,0.3,0.4,1.19,14.275862068965518,1421525,48750,24426
CE,2022-06-30,18000.0,0.45,0.45,0.05,0.05,1.05,6.1905678537054865,1203875,-217650,25728
CE,2022-06-01,18500.0,4.75,5.0,4.0,4.35,0,15.34013605442177,346800,-3900,2255
CE,2022-06-02,18500.0,3.7,4.9,3.7,4.0,0.8,14.031007751937985,348550,1750,1810
CE,2022-06-03,18500.0,4.2,4.5,3.55,3.85,1.9,7.997674418604651,374600,26050,3439
CE,2022-06-06,18500.0,3.75,4.05,3.15,3.35,0.78,9.675090252707582,361600,-13000,2680
CE,2022-06-07,18500.0,3.2,3.8,3.05,3.55,0.94,78.34375,357350,-4250,2507
CE,2022-06-08,18500.0,3.1,4.3,3.05,3.55,1.17,25.275862068965516,361950,4600,2932
CE,2022-06-09,18500.0,3.1,3.6,2.5,2.8,0.71,13.594771241830065,360100,-1850,2080
