Type,Date,StrikePrice,Open,High,Low,Close,Vol/Prev,CE/PE,OI,COI,Volume
CE,2022-02-16,17500.0,180.0,191.5,108.3,124.55,1.57,3.0966057173346466,2552700,372450,301789
CE,2022-02-17,17500.0,146.8,156.2,99.0,108.7,1.27,3.47225664076985,3779350,1226650,383917
CE,2022-02-18,17500.0,90.0,131.65,72.0,90.75,2.71,5.646410637397915,4809150,1029800,1041232
CE,2022-02-21,17500.0,77.9,86.25,32.2,38.75,1.55,10.0913488848245,4878150,69000,1616624
CE,2022-02-22,17500.0,20.0,23.5,5.65,12.6,0.98,25.631425784425296,7423350,2545200,1576589
CE,2022-02-23,17500.0,19.8,19.8,2.6,2.8,1.27,21.859454071461432,9256850,1833500,1995637
CE,2022-02-24,17500.0,1.75,2.75,0.05,0.1,0.42,67.28544015351403,4474600,-4782250,841539
CE,2022-02-01,18000.0,193.0,215.0,85.05,167.55,0,10.287408013082583,2175400,170050,125815
CE,2022-02-02,18000.0,215.35,215.35,170.0,198.45,0.55,5.513117222794643,1898000,-277400,69559
CE,2022-02-03,18000.0,182.2,191.95,110.0,119.35,0.89,4.2073852023436435,2229600,331600,61756
CE,2022-02-04,18000.0,119.85,133.25,90.1,100.4,1.13,7.652059308072488,2161700,-67900,69672
CE,2022-02-07,18000.0,86.95,96.35,47.7,50.5,1.31,5.360487001529232,2616950,455250,91139
CE,2022-02-08,18000.0,51.0,51.35,31.35,44.35,0.72,12.01309090909091,2581550,-35400,66072
CE,2022-02-09,18000.0,49.9,59.0,47.0,56.65,0.93,6.620463112547119,2390050,-191500,61471
CE,2022-02-10,18000.0,66.95,83.0,51.1,69.6,1.2,8.11795211298687,2322300,-67750,73573
CE,2022-02-11,18000.0,53.7,53.7,30.5,32.2,1.26,12.347733333333334,2548600,226300,92608
CE,2022-02-14,18000.0,12.6,25.0,10.9,12.45,1.09,12.488031749968995,2660000,111400,100691
CE,2022-02-15,18000.0,15.25,33.35,8.85,31.6,1.39,28.858704620462046,2445300,-214700,139907
CE,2022-02-16,18000.0,37.95,40.95,18.25,20.9,1.17,13.950233943002978,2922900,477600,163985
CE,2022-02-17,18000.0,24.25,25.1,9.65,11.05,1.47,25.983669961323592,4948050,2025150,241856
CE,2022-02-18,18000.0,6.55,12.3,6.2,6.7,2.59,45.6258820106205,7153500,2205450,627219
CE,2022-02-21,18000.0,4.9,6.0,2.2,2.45,1.55,158.942543787854,8982800,1829300,970980
CE,2022-02-22,18000.0,2.5,2.95,1.25,1.45,0.77,44.07775339540952,8309650,-673150,743195
CE,2022-02-23,18000.0,1.5,1.55,0.75,1.2,0.72,48.88537368179734,9577150,1267500,533095
CE,2022-02-24,18000.0,1.2,1.2,0.05,0.05,0.78,47.408349492414736,4296050,-5281100,415629
CE,2022-02-01,18500.0,70.0,88.7,30.2,60.25,0,22.769188293760354,1351050,-30550,82470
CE,2022-02-02,18500.0,69.95,75.0,50.7,59.55,0.38,21.111640571817563,1367250,16200,31013
CE,2022-02-03,18500.0,60.0,60.0,29.5,32.6,0.93,24.834049871023215,1443700,76450,28882
CE,2022-02-04,18500.0,31.95,34.0,21.4,23.9,1.35,55.981348637015785,1528100,84400,39019
CE,2022-02-07,18500.0,22.55,23.45,14.15,15.8,0.82,39.420664206642066,1476900,-51200,32049
CE,2022-02-08,18500.0,17.9,19.8,11.25,13.15,0.64,30.69578313253012,1471300,-5600,20382
CE,2022-02-09,18500.0,14.05,15.35,11.1,12.3,0.76,26.52730375426621,1468800,-2500,15545
CE,2022-02-10,18500.0,15.75,15.75,10.35,11.7,1.69,41.541009463722396,1554900,86100,26337
CE,2022-02-11,18500.0,11.0,12.05,5.9,6.3,1.17,51.23255813953488,1665250,110350,30842
CE,2022-02-14,18500.0,6.0,6.05,3.4,5.35,1.2,7.749267475931352,1412500,-252750,37026
CE,2022-02-15,18500.0,3.75,7.4,3.75,5.65,1.24,49.13169164882227,1493100,80600,45889
CE,2022-02-16,18500.0,8.9,8.9,4.1,4.45,0.89,47.60210035005834,1652950,159850,40795
CE,2022-02-17,18500.0,7.9,7.9,2.15,2.3,2.19,74.57178631051752,2913750,1260800,89337
CE,2022-02-18,18500.0,9.9,9.9,1.25,1.45,1.94,232.09370816599733,4015250,1101500,173374
CE,2022-02-21,18500.0,1.4,1.65,1.05,1.3,1.05,253.17270194986074,4085200,69950,181778
CE,2022-02-22,18500.0,1.15,1.5,0.75,0.9,0.9,290.8594306049822,3913650,-171550,163463
CE,2022-02-23,18500.0,2.1,2.1,0.4,0.8,0.49,32.27824351297405,3269250,-644400,80857
CE,2022-02-24,18500.0,0.7,0.8,0.05,0.15,1.26,41.17780477926286,2594500,-674750,101668
